Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
25/01/2005,15.00.00,2.0,879.0,36.0,687.0,167.0,980.0,107.0,914.0,564.0,45.0,510.0,4327.0
25/01/2005,16.00.00,4.0,896.0,36.0,689.0,211.0,966.0,121.0,909.0,614.0,51.0,501.0,4432.0
25/01/2005,17.00.00,4.0,909.0,39.0,706.0,194.0,928.0,118.0,923.0,658.0,50.0,504.0,4430.0
25/01/2005,18.00.00,7.0,958.0,49.0,758.0,206.0,858.0,134.0,985.0,719.0,43.0,564.0,4721.0
25/01/2005,19.00.00,10.0,984.0,58.0,803.0,211.0,813.0,142.0,1012.0,772.0,43.0,567.0,4760.0
25/01/2005,20.00.00,11.0,991.0,61.0,814.0,197.0,790.0,133.0,1040.0,812.0,43.0,570.0,4771.0
25/01/2005,21.00.00,3.0,881.0,28.0,638.0,139.0,990.0,106.0,910.0,583.0,35.0,603.0,4782.0
25/01/2005,22.00.00,1.0,853.0,24.0,616.0,113.0,1071.0,87.0,870.0,491.0,41.0,525.0,4351.0
25/01/2005,23.00.00,1.2,804.0,15.0,546.0,81.0,1194.0,67.0,796.0,400.0,39.0,506.0,4127.0
26/01/2005,00.00.00,1.4,788.0,11.0,514.0,63.0,1285.0,55.0,771.0,354.0,39.0,477.0,3901.0
26/01/2005,01.00.00,1.6,788.0,9.0,487.0,55.0,1346.0,49.0,769.0,329.0,40.0,478.0,3939.0
26/01/2005,02.00.00,1.8,763.0,4.0,428.0,31.0,1532.0,30.0,757.0,296.0,39.0,509.0,4144.0
26/01/2005,03.00.00,2.0,771.0,3.0,410.0,25.5,1622.0,25.0,765.0,283.0,30.0,577.0,4423.0
26/01/2005,04.00.00,2.2,747.0,2.0,390.0,20.0,1775.0,20.0,738.0,266.0,33.0,528.0,4137.0
26/01/2005,05.00.00,2.4000000000000004,744.0,1.0,383.0,17.0,1881.0,17.0,720.0,253.0,27.0,539.0,4062.0
26/01/2005,06.00.00,2.6,774.0,5.0,441.0,42.0,1646.0,35.0,760.0,282.0,28.0,544.0,4110.0
26/01/2005,07.00.00,2.8,800.0,9.0,492.0,90.0,1310.0,71.0,783.0,353.0,36.0,490.0,3915.0
26/01/2005,08.00.00,3.0,896.0,33.0,668.0,227.0,1043.0,136.0,887.0,519.0,33.0,502.0,3934.0
26/01/2005,09.00.00,6.0,913.0,44.0,733.0,250.0,902.0,163.0,901.0,681.0,35.0,475.0,3778.0
26/01/2005,10.00.00,3.0,871.0,28.0,638.0,219.0,1022.0,143.0,860.0,583.0,43.0,494.0,4136.0
26/01/2005,11.00.00,1.0,872.0,32.0,662.0,211.0,1007.0,134.0,874.0,628.0,45.0,484.0,4131.0
26/01/2005,12.00.00,1.0,858.0,27.0,634.0,189.0,1053.0,130.0,868.0,566.0,43.0,500.0,4199.0
26/01/2005,13.00.00,2.0,876.0,35.0,683.0,180.0,993.0,122.0,894.0,572.0,43.0,497.0,4166.0
26/01/2005,14.00.00,5.0,900.0,48.0,751.0,197.0,891.0,129.0,913.0,637.0,49.0,453.0,3955.0
26/01/2005,15.00.00,3.0,864.0,34.0,678.0,198.0,987.0,132.0,866.0,579.0,56.0,424.0,3884.0
26/01/2005,16.00.00,3.0,902.0,42.0,721.0,203.0,924.0,133.0,900.0,666.0,57.0,431.0,3984.0
26/01/2005,17.00.00,3.0,916.0,42.0,720.0,188.0,912.0,126.0,922.0,707.0,48.0,497.0,4305.0
26/01/2005,18.00.00,10.0,1004.0,85.0,918.0,294.0,752.0,177.0,1033.0,990.0,51.0,430.0,3821.0
26/01/2005,19.00.00,14.0,1024.0,92.0,945.0,302.0,729.0,185.0,1073.0,1026.0,53.0,444.0,3970.0
26/01/2005,20.00.00,14.0,1011.0,76.0,884.0,261.0,763.0,169.0,1048.0,910.0,49.0,479.0,4180.0
26/01/2005,21.00.00,11.0,1006.0,62.0,822.0,232.0,794.0,151.0,1025.0,897.0,47.0,508.0,4398.0
26/01/2005,22.00.00,4.0,913.0,29.0,645.0,154.0,966.0,114.0,922.0,651.0,46.0,548.0,4704.0
26/01/2005,23.00.00,2.0,905.0,25.0,620.0,120.0,986.0,90.0,904.0,598.0,40.0,568.0,4688.0
27/01/2005,00.00.00,2.0,872.0,26.0,628.0,117.0,1009.0,87.0,857.0,560.0,42.0,468.0,3900.0
27/01/2005,01.00.00,2.0,843.0,22.0,597.0,108.0,1059.0,83.0,808.0,527.0,45.0,420.0,3571.0
27/01/2005,02.00.00,2.0,863.0,25.0,622.0,97.0,1025.0,74.0,826.0,574.0,41.0,421.0,3487.0
27/01/2005,03.00.00,2.6666666666666665,791.0,8.0,480.0,62.5,1259.0,51.0,738.0,422.0,45.0,397.0,3379.0
27/01/2005,04.00.00,3.333333333333333,769.0,3.0,412.0,28.0,1481.0,28.0,727.0,326.0,44.0,422.0,3571.0
27/01/2005,05.00.00,4.0,778.0,3.0,417.0,27.0,1531.0,26.0,745.0,312.0,41.0,459.0,3804.0
27/01/2005,06.00.00,5.0,801.0,7.0,470.0,81.0,1313.0,61.0,762.0,382.0,43.0,425.0,3556.0
27/01/2005,07.00.00,7.0,827.0,14.0,533.0,129.0,1198.0,91.0,775.0,488.0,46.0,381.0,3267.0
27/01/2005,08.00.00,19.0,1038.0,66.0,837.0,336.0,822.0,184.0,972.0,915.0,46.0,394.0,3367.0
27/01/2005,09.00.00,24.0,1040.0,84.0,917.0,335.0,739.0,204.0,1038.0,1021.0,48.0,419.0,3634.0
27/01/2005,10.00.00,20.0,980.0,55.0,790.0,318.0,839.0,185.0,934.0,897.0,59.0,402.0,3760.0
27/01/2005,11.00.00,13.0,912.0,35.0,683.0,201.0,961.0,125.0,872.0,699.0,70.0,384.0,3861.0
27/01/2005,12.00.00,10.0,887.0,30.0,649.0,166.0,1009.0,104.0,854.0,588.0,66.0,402.0,3944.0
27/01/2005,13.00.00,12.0,922.0,41.0,716.0,192.0,930.0,115.0,893.0,643.0,66.0,412.0,4046.0
27/01/2005,14.00.00,15.0,928.0,47.0,748.0,198.0,900.0,126.0,900.0,685.0,73.0,368.0,3779.0
27/01/2005,15.00.00,13.0,921.0,45.0,736.0,198.0,921.0,125.0,881.0,673.0,73.0,350.0,3584.0
27/01/2005,16.00.00,15.0,905.0,47.0,747.0,223.0,924.0,139.0,850.0,691.0,70.0,335.0,3367.0
27/01/2005,17.00.00,15.0,906.0,51.0,769.0,224.0,913.0,142.0,865.0,726.0,65.0,324.0,3155.0
27/01/2005,18.00.00,21.0,981.0,77.0,886.0,266.0,819.0,170.0,928.0,912.0,57.0,339.0,3131.0
27/01/2005,19.00.00,26.0,1053.0,103.0,987.0,326.0,750.0,195.0,1025.0,1048.0,50.0,361.0,3178.0
27/01/2005,20.00.00,30.0,1086.0,115.0,1032.0,343.0,717.0,202.0,1049.0,1136.0,47.0,383.0,3306.0
27/01/2005,21.00.00,20.0,967.0,60.0,811.0,243.0,863.0,168.0,911.0,909.0,45.0,399.0,3390.0
27/01/2005,22.00.00,14.0,902.0,36.0,689.0,177.0,995.0,128.0,838.0,719.0,43.0,411.0,3451.0
27/01/2005,23.00.00,13.0,916.0,43.0,725.0,155.0,953.0,115.0,855.0,746.0,40.0,431.0,3551.0
28/01/2005,00.00.00,12.0,895.0,34.0,677.0,143.0,999.0,111.0,827.0,700.0,37.0,460.0,3701.0
28/01/2005,01.00.00,11.0,866.0,24.0,613.0,124.0,1075.0,97.0,810.0,579.0,33.0,474.0,3716.0
28/01/2005,02.00.00,9.0,861.0,20.0,585.0,94.0,1120.0,77.0,807.0,553.0,30.0,491.0,3774.0
28/01/2005,03.00.00,8.0,845.0,14.0,534.0,75.0,1146.0,64.0,781.0,519.0,35.0,480.0,3822.0
28/01/2005,04.00.00,6.0,849.0,12.0,522.0,56.0,1158.0,51.0,779.0,467.0,36.0,480.0,3835.0
28/01/2005,05.00.00,5.0,818.0,9.0,486.0,58.0,1282.0,49.0,781.0,422.0,40.0,478.0,3919.0
28/01/2005,06.00.00,6.0,864.0,16.0,554.0,105.0,1159.0,79.0,819.0,545.0,41.0,481.0,3975.0
28/01/2005,07.00.00,7.0,856.0,17.0,559.0,122.0,1138.0,92.0,810.0,556.0,41.0,474.0,3926.0
28/01/2005,08.00.00,16.0,1024.0,62.0,823.0,274.0,827.0,167.0,992.0,879.0,42.0,487.0,4073.0
28/01/2005,09.00.00,22.0,1050.0,82.0,909.0,342.0,742.0,206.0,1055.0,993.0,41.0,498.0,4117.0
28/01/2005,10.00.00,18.0,984.0,64.0,832.0,296.0,822.0,184.0,966.0,892.0,43.0,484.0,4043.0
28/01/2005,11.00.00,15.0,990.0,59.0,808.0,279.0,838.0,176.0,975.0,901.0,46.0,497.0,4271.0
28/01/2005,12.00.00,18.0,970.0,57.0,798.0,325.0,842.0,191.0,941.0,874.0,45.0,496.0,4210.0
28/01/2005,13.00.00,14.0,943.0,53.0,781.0,222.0,871.0,147.0,925.0,722.0,44.0,484.0,4087.0
28/01/2005,14.00.00,21.0,994.0,73.0,871.0,279.0,793.0,174.0,997.0,836.0,47.0,472.0,4075.0
28/01/2005,15.00.00,16.0,932.0,51.0,767.0,248.0,888.0,167.0,920.0,669.0,42.0,495.0,4118.0
28/01/2005,16.00.00,13.0,891.0,39.0,706.0,193.0,949.0,138.0,860.0,600.0,34.0,507.0,3991.0
28/01/2005,17.00.00,19.0,881.2,35.9,683.4,256.0,984.7,164.0,848.5,577.6,32.5,506.0,3944.7
28/01/2005,18.00.00,24.0,871.4,32.8,660.8,288.0,1020.4,190.0,837.0,555.2,31.0,505.0,3898.4
28/01/2005,19.00.00,30.0,861.6,29.7,638.2,300.0,1056.1,198.0,825.5,532.8,29.5,504.0,3852.1
28/01/2005,20.00.00,19.0,851.8,26.6,615.6,224.0,1091.8,155.0,814.0,510.4,28.0,503.0,3805.8
28/01/2005,21.00.00,18.0,842.0,23.5,593.0,219.0,1127.5,153.0,802.5,488.0,26.5,502.0,3759.5
28/01/2005,22.00.00,11.0,832.2,20.4,570.4,145.0,1163.2,110.0,791.0,465.6,25.0,501.0,3713.2
28/01/2005,23.00.00,11.0,822.4,17.3,547.8,115.0,1198.9,91.0,779.5,443.20000000000005,23.5,500.0,3666.9
29/01/2005,00.00.00,11.0,812.6,14.2,525.2,136.0,1234.6,105.0,768.0,420.8,22.0,499.0,3620.6
29/01/2005,01.00.00,10.0,802.8,11.099999999999998,502.6,107.0,1270.3,85.0,756.5,398.4,20.5,498.0,3574.3
29/01/2005,02.00.00,7.0,793.0,8.0,480.0,70.0,1306.0,60.0,745.0,376.0,19.0,497.0,3528.0
29/01/2005,03.00.00,6.0,790.0,6.0,455.0,53.5,1376.0,47.0,751.0,336.0,16.0,529.0,3692.0
29/01/2005,04.00.00,5.0,776.0,5.0,445.0,37.0,1460.0,34.0,737.0,330.0,14.0,538.0,3687.0
29/01/2005,05.00.00,5.0,766.0,5.0,448.0,33.0,1494.0,31.0,734.0,321.0,10.0,547.0,3657.0
29/01/2005,06.00.00,4.0,774.0,6.0,458.0,43.0,1473.0,37.0,735.0,334.0,14.0,523.0,3591.0
29/01/2005,07.00.00,5.0,801.0,9.0,494.0,73.0,1324.0,58.0,754.0,395.0,16.0,510.0,3561.0
29/01/2005,08.00.00,8.0,847.0,20.0,586.0,125.0,1163.0,92.0,814.0,473.0,14.0,531.0,3642.0
29/01/2005,09.00.00,11.0,874.0,28.0,641.0,154.0,1022.0,110.0,857.0,553.0,17.0,541.0,3785.0
29/01/2005,10.00.00,11.0,879.0,28.0,642.0,140.0,1027.0,101.0,836.0,545.0,25.0,510.0,3778.0
29/01/2005,11.00.00,11.0,888.0,30.0,652.0,150.0,1025.0,96.0,833.0,547.0,29.0,487.0,3706.0
29/01/2005,12.00.00,11.0,873.0,24.0,610.0,139.0,1051.0,102.0,819.0,527.0,36.0,458.0,3674.0
29/01/2005,13.00.00,11.0,877.0,25.0,618.0,135.0,1027.0,96.0,830.0,505.0,31.0,481.0,3722.0
29/01/2005,14.00.00,12.0,893.0,30.0,653.0,152.0,987.0,102.0,845.0,550.0,34.0,466.0,3668.0
29/01/2005,15.00.00,10.0,866.0,22.0,602.0,121.0,1071.0,88.0,809.0,465.0,37.0,458.0,3697.0
29/01/2005,16.00.00,12.0,873.0,26.0,629.0,122.0,1049.0,87.0,817.0,467.0,44.0,437.0,3688.0
29/01/2005,17.00.00,13.0,911.0,34.0,676.0,167.0,998.0,115.0,855.0,555.0,40.0,449.0,3689.0
29/01/2005,18.00.00,14.0,908.0,30.0,653.0,165.0,980.0,118.0,847.0,551.0,33.0,468.0,3671.0
29/01/2005,19.00.00,13.0,907.0,31.0,657.0,190.0,981.0,134.0,844.0,569.0,31.0,481.0,3707.0
29/01/2005,20.00.00,14.0,925.0,34.0,678.0,176.0,960.0,125.0,861.0,594.0,28.0,490.0,3700.0
29/01/2005,21.00.00,15.0,920.0,29.0,649.0,196.0,983.0,140.0,849.0,598.0,31.0,474.0,3661.0
29/01/2005,22.00.00,10.0,865.0,17.0,561.0,103.0,1102.0,83.0,791.0,434.0,29.0,490.0,3725.0
29/01/2005,23.00.00,10.0,867.0,16.0,553.0,91.0,1136.0,73.0,792.0,412.0,28.0,491.0,3726.0
30/01/2005,00.00.00,11.0,900.0,23.0,604.0,119.0,1051.0,92.0,815.0,469.0,29.0,497.0,3782.0
30/01/2005,01.00.00,13.0,901.0,22.0,599.0,147.0,1023.0,109.0,825.0,515.0,38.0,465.0,3762.0
30/01/2005,02.00.00,10.0,863.0,17.0,560.0,101.0,1107.0,82.0,787.0,430.0,32.0,469.0,3658.0
30/01/2005,03.00.00,11.0,884.0,22.0,599.0,101.5,1065.0,82.5,813.0,503.0,31.0,452.0,3504.0
30/01/2005,04.00.00,8.5,873.0,18.0,565.0,102.0,1097.0,83.0,793.0,494.0,31.0,448.0,3473.0
30/01/2005,05.00.00,6.0,806.0,6.0,459.0,55.0,1322.0,50.0,728.0,368.0,31.0,444.0,3420.0
30/01/2005,06.00.00,5.0,801.0,6.0,454.0,51.0,1374.0,44.0,727.0,348.0,30.0,434.0,3337.0
30/01/2005,07.00.00,4.0,790.0,4.0,431.0,53.0,1439.0,49.0,722.0,354.0,28.0,438.0,3308.0
30/01/2005,08.00.00,5.0,805.0,7.0,465.0,74.0,1358.0,62.0,736.0,382.0,27.0,432.0,3259.0
30/01/2005,09.00.00,7.0,843.0,12.0,520.0,113.0,1202.0,85.0,762.0,450.0,33.0,423.0,3299.0
30/01/2005,10.00.00,8.0,849.0,14.0,537.0,107.0,1148.0,82.0,757.0,460.0,46.0,390.0,3330.0
30/01/2005,11.00.00,8.0,872.0,20.0,583.0,101.0,1126.0,77.0,765.0,441.0,56.0,375.0,3426.0
30/01/2005,12.00.00,10.0,890.0,20.0,585.0,129.0,1097.0,92.0,776.0,454.0,72.0,342.0,3488.0
30/01/2005,13.00.00,9.0,874.0,16.0,552.0,126.0,1128.0,95.0,760.0,415.0,69.0,356.0,3561.0
30/01/2005,14.00.00,9.0,863.0,16.0,553.0,132.0,1133.0,95.0,742.0,419.0,82.0,301.0,3281.0
30/01/2005,15.00.00,9.0,840.0,18.0,566.0,101.0,1176.0,76.0,717.0,368.0,76.0,279.0,2927.0
30/01/2005,16.00.00,10.0,845.0,18.0,569.0,128.0,1151.0,95.0,709.0,397.0,79.0,259.0,2774.0
30/01/2005,17.00.00,10.0,888.0,26.0,625.0,170.0,1062.0,118.0,763.0,510.0,78.0,283.0,3017.0
30/01/2005,18.00.00,11.0,845.0,20.0,582.0,174.0,1120.0,123.0,719.0,473.0,63.0,288.0,2772.0
30/01/2005,19.00.00,12.0,880.0,28.0,641.0,215.0,1077.0,140.0,759.0,537.0,54.0,301.0,2726.0
30/01/2005,20.00.00,16.0,917.0,39.0,708.0,248.0,972.0,163.0,787.0,670.0,50.0,311.0,2730.0
30/01/2005,21.00.00,17.0,927.0,41.0,715.0,247.0,965.0,164.0,797.0,711.0,46.0,338.0,2898.0
30/01/2005,22.00.00,11.0,868.0,24.0,615.0,154.0,1095.0,120.0,752.0,551.0,43.0,366.0,3064.0
30/01/2005,23.00.00,13.0,932.0,35.0,685.0,186.0,996.0,130.0,820.0,670.0,40.0,390.0,3203.0
31/01/2005,00.00.00,17.0,971.0,46.0,741.0,231.0,901.0,145.0,864.0,771.0,29.0,428.0,3276.0
31/01/2005,01.00.00,15.0,891.0,30.0,650.0,174.0,987.0,126.0,782.0,586.0,34.0,389.0,3076.0
31/01/2005,02.00.00,8.0,806.0,10.0,495.0,68.0,1282.0,61.0,685.0,355.0,40.0,364.0,2982.0
31/01/2005,03.00.00,5.0,787.0,5.0,446.0,53.5,1395.0,49.0,657.0,310.0,40.0,364.0,2989.0
31/01/2005,04.00.00,4.0,791.0,4.0,435.0,39.0,1486.0,37.0,668.0,292.0,37.0,377.0,3024.0
31/01/2005,05.00.00,4.0,787.0,3.0,415.0,39.0,1474.0,37.0,667.0,293.0,34.0,389.0,3075.0
31/01/2005,06.00.00,4.0,814.0,6.0,449.0,54.0,1363.0,50.0,674.0,328.0,37.0,375.0,3012.0
31/01/2005,07.00.00,7.0,844.0,14.0,538.0,158.0,1164.0,109.0,726.0,479.0,37.0,352.0,2833.0
31/01/2005,08.00.00,18.0,1049.0,71.0,863.0,350.0,826.0,198.0,923.0,979.0,37.0,339.0,2732.0
31/01/2005,09.00.00,26.5,1201.0,140.0,1116.0,467.0,617.0,240.5,1130.0,1469.0,44.0,388.0,3280.0
31/01/2005,10.00.00,35.0,1293.0,151.0,1153.0,584.0,602.0,283.0,1141.0,1667.0,66.0,344.0,3359.0
31/01/2005,11.00.00,28.0,1121.0,125.0,1066.0,478.0,683.0,256.0,1040.0,1378.0,100.0,224.0,2753.0
31/01/2005,12.00.00,31.0,1112.0,128.0,1078.0,563.0,683.0,261.0,1028.0,1426.0,119.0,186.0,2581.0
31/01/2005,13.00.00,25.0,1060.0,119.0,1048.0,414.0,707.0,181.0,983.0,1246.0,125.0,172.0,2477.0
31/01/2005,14.00.00,27.0,1056.0,117.0,1040.0,398.0,711.0,194.0,976.0,1187.0,132.0,173.0,2606.0
31/01/2005,15.00.00,29.0,1131.0,147.0,1139.0,451.0,643.0,214.0,1097.0,1363.0,135.0,187.0,2872.0
31/01/2005,16.00.00,32.0,1162.0,157.0,1170.0,503.0,618.0,204.0,1131.0,1425.0,141.0,182.0,2908.0
31/01/2005,17.00.00,41.0,1283.0,211.0,1328.0,640.0,552.0,228.0,1294.0,1722.0,130.0,203.0,3030.0
31/01/2005,18.00.00,61.0,1414.0,274.0,1490.0,843.0,488.0,270.0,1433.0,2051.0,104.0,247.0,3116.0
31/01/2005,19.00.00,68.0,1486.0,308.0,1570.0,954.0,455.0,285.0,1557.0,2179.0,86.0,298.0,3344.0
31/01/2005,20.00.00,68.0,1523.0,292.0,1533.0,984.0,456.0,282.0,1532.0,2214.0,73.0,368.0,3771.0
31/01/2005,21.00.00,37.0,1283.0,150.0,1149.0,586.0,587.0,235.0,1148.0,1799.0,63.0,394.0,3795.0
31/01/2005,22.00.00,21.0,1109.0,71.0,863.0,360.0,737.0,208.0,960.0,1527.0,54.0,435.0,3922.0
31/01/2005,23.00.00,14.0,1055.0,54.0,782.0,231.0,798.0,161.0,940.0,1377.0,51.0,456.0,4056.0
01/02/2005,00.00.00,13.0,1038.0,48.0,756.0,200.0,813.0,146.0,921.0,1317.0,42.0,494.0,4120.0
01/02/2005,01.00.00,11.0,996.0,38.0,698.0,153.0,871.0,123.0,894.0,1228.0,41.0,501.0,4150.0
01/02/2005,02.00.00,10.0,995.0,35.0,680.0,135.0,879.0,109.0,904.0,1201.0,41.0,515.0,4263.0
01/02/2005,03.00.00,9.0,1000.0,33.0,670.0,165.5,868.0,112.0,917.0,1158.0,37.0,575.0,4621.0
01/02/2005,04.00.00,8.0,1042.0,36.0,688.0,196.0,814.0,115.0,935.0,1204.0,25.0,648.0,4807.0
01/02/2005,05.00.00,9.0,1042.0,38.0,701.0,208.0,795.0,114.0,945.0,1216.0,18.0,689.0,4878.0
01/02/2005,06.00.00,11.0,1024.0,42.0,724.0,241.0,814.0,122.0,944.0,1198.0,20.0,649.0,4661.0
01/02/2005,07.00.00,16.0,1147.0,77.0,886.0,417.0,702.0,149.0,1056.0,1381.0,22.0,653.0,4730.0
01/02/2005,08.00.00,37.0,1496.0,200.0,1298.0,896.0,492.0,187.0,1441.0,1873.0,31.0,640.0,4938.0
01/02/2005,09.00.00,48.0,1541.0,221.0,1353.0,966.0,449.0,198.0,1492.0,2112.0,37.0,617.0,4967.0
01/02/2005,10.00.00,41.0,1491.0,172.0,1215.0,878.0,503.0,196.0,1343.0,2038.0,44.0,588.0,4979.0
01/02/2005,11.00.00,45.0,1533.0,214.0,1334.0,985.0,466.0,218.0,1434.0,2118.0,58.0,541.0,5020.0
01/02/2005,12.00.00,45.0,1507.0,198.0,1292.0,1017.0,479.0,227.0,1379.0,2110.0,73.0,508.0,5226.0
01/02/2005,13.00.00,37.0,1451.0,188.0,1264.0,683.0,497.0,181.0,1408.0,1965.0,95.0,472.0,5589.0
01/02/2005,14.00.00,42.0,1432.0,188.0,1264.0,660.0,487.0,179.0,1476.0,1888.0,118.0,444.0,6118.0
01/02/2005,15.00.00,33.0,1408.0,167.0,1202.0,492.0,506.0,151.0,1411.0,1774.0,127.0,455.0,6648.0
01/02/2005,16.00.00,32.0,1377.0,144.0,1129.0,497.0,540.0,162.0,1392.0,1626.0,135.0,448.0,6898.0
01/02/2005,17.00.00,36.0,1454.0,163.0,1190.0,562.0,508.0,165.0,1434.0,1761.0,123.0,489.0,6967.0
01/02/2005,18.00.00,35.0,1268.0,144.0,1128.0,539.0,573.0,173.0,1255.0,1533.0,108.0,403.0,5201.0
01/02/2005,19.00.00,41.0,1259.0,170.0,1211.0,502.0,559.0,188.0,1243.0,1531.0,94.0,367.0,4324.0
01/02/2005,20.00.00,40.0,1261.0,148.0,1143.0,452.0,595.0,186.0,1208.0,1477.0,83.0,395.0,4318.0
01/02/2005,21.00.00,33.0,1133.0,98.0,971.0,357.0,683.0,172.0,1059.0,1332.0,78.0,413.0,4389.0
01/02/2005,22.00.00,30.0,1054.0,61.0,818.0,289.0,777.0,150.0,966.0,1210.0,73.0,438.0,4505.0
01/02/2005,23.00.00,26.0,1055.0,54.0,783.0,221.0,805.0,137.0,969.0,1167.0,67.0,476.0,4688.0
02/02/2005,00.00.00,26.0,1059.0,47.0,747.0,204.0,820.0,133.0,964.0,1133.0,66.0,512.0,5007.0
02/02/2005,01.00.00,26.0,1063.0,51.0,769.0,183.0,807.0,122.0,993.0,1109.0,64.0,526.0,5074.0
02/02/2005,02.00.00,29.0,1135.0,69.0,854.0,222.0,722.0,130.0,1065.0,1218.0,53.0,578.0,5177.0
02/02/2005,03.00.00,29.0,1126.0,73.0,869.0,216.0,680.0,125.5,1075.0,1222.0,34.0,667.0,5281.0
02/02/2005,04.00.00,25.0,1058.0,48.0,753.0,210.0,764.0,121.0,986.0,1149.0,33.0,668.0,5215.0
02/02/2005,05.00.00,20.0,1040.0,36.0,688.0,185.0,846.0,115.0,920.0,1090.0,37.0,629.0,5059.0
02/02/2005,06.00.00,22.0,1069.0,45.0,737.0,257.0,792.0,125.0,946.0,1114.0,26.0,675.0,5034.0
02/02/2005,07.00.00,24.0,1042.0,52.0,771.0,297.0,795.0,136.0,941.0,1089.0,35.0,609.0,4857.0
02/02/2005,08.00.00,40.0,1322.0,151.0,1151.0,573.0,566.0,174.0,1286.0,1446.0,27.0,634.0,4787.0
02/02/2005,09.00.00,67.0,1549.0,273.0,1485.0,883.0,422.0,224.0,1638.0,1930.0,28.0,642.0,4859.0
02/02/2005,10.00.00,56.0,1416.0,196.0,1285.0,824.0,501.0,230.0,1390.0,1809.0,58.0,531.0,4942.0
02/02/2005,11.00.00,43.0,1337.0,148.0,1143.0,693.0,560.0,205.0,1236.0,1769.0,97.0,401.0,4832.0
02/02/2005,12.00.00,40.0,1281.0,145.0,1132.0,714.0,577.0,204.0,1206.0,1696.0,127.0,300.0,4398.0
02/02/2005,13.00.00,26.0,1037.0,101.0,981.0,388.0,721.0,139.0,1000.0,1086.0,137.0,207.0,3221.0
02/02/2005,14.00.00,22.0,1028.0,101.0,983.0,337.0,728.0,133.0,979.0,1048.0,137.0,199.0,3114.0
02/02/2005,15.00.00,19.0,984.0,83.0,913.0,326.0,762.0,127.0,930.0,990.0,141.0,181.0,2884.0
02/02/2005,16.00.00,18.0,1010.0,90.0,940.0,329.0,759.0,124.0,960.0,1027.0,145.0,180.0,2956.0
02/02/2005,17.00.00,31.0,1113.0,134.0,1096.0,465.0,645.0,158.0,1092.0,1359.0,132.0,204.0,3074.0
02/02/2005,18.00.00,48.0,1253.0,195.0,1284.0,612.0,536.0,171.0,1285.0,1618.0,105.0,251.0,3194.0
02/02/2005,19.00.00,58.0,1400.0,278.0,1499.0,759.0,461.0,193.0,1527.0,1869.0,89.0,314.0,3597.0
02/02/2005,20.00.00,59.0,1470.0,314.0,1584.0,771.0,436.0,195.0,1641.0,2033.0,82.0,362.0,3953.0
02/02/2005,21.00.00,41.0,1281.0,156.0,1168.0,655.0,571.0,212.0,1195.0,1756.0,67.0,396.0,3906.0
02/02/2005,22.00.00,18.0,1084.0,70.0,855.0,332.0,748.0,193.0,939.0,1446.0,58.0,420.0,3904.0
02/02/2005,23.00.00,17.0,1097.0,78.0,892.0,287.0,719.0,167.0,979.0,1423.0,49.0,459.0,3999.0
03/02/2005,00.00.00,17.0,1032.0,56.0,791.0,242.0,793.0,156.0,915.0,1278.0,45.0,479.0,4079.0
03/02/2005,01.00.00,15.0,1046.0,60.0,812.0,242.0,782.0,153.0,940.0,1265.0,39.0,516.0,4226.0
03/02/2005,02.00.00,11.0,975.0,39.0,707.0,192.0,860.0,128.0,902.0,1107.0,34.0,547.0,4323.0
03/02/2005,03.00.00,9.0,932.0,28.0,642.0,163.0,950.0,112.0,871.0,1014.0,33.0,561.0,4379.0
03/02/2005,04.00.00,6.0,926.0,26.0,623.0,134.0,954.0,96.0,873.0,1011.0,20.0,608.0,4337.0
03/02/2005,05.00.00,3.0,932.0,29.0,645.0,142.0,916.0,105.0,882.0,1006.0,12.0,637.0,4327.0
03/02/2005,06.00.00,4.0,937.0,28.0,640.0,194.0,923.0,130.0,870.0,1010.0,21.0,603.0,4368.0
03/02/2005,07.00.00,6.0,996.0,42.0,724.0,216.0,861.0,134.0,938.0,1067.0,13.0,631.0,4322.0
03/02/2005,08.00.00,30.0,1382.0,167.0,1202.0,728.0,534.0,275.0,1352.0,1630.0,13.0,648.0,4410.0
03/02/2005,09.00.00,56.0,1544.0,291.0,1530.0,975.0,416.0,309.0,1706.0,2030.0,21.0,622.0,4491.0
03/02/2005,10.00.00,49.0,1429.0,207.0,1317.0,947.0,495.0,322.0,1425.0,1916.0,51.0,508.0,4499.0
03/02/2005,11.00.00,35.0,1312.0,155.0,1164.0,790.0,570.0,333.0,1230.0,1761.0,85.0,397.0,4425.0
03/02/2005,12.00.00,22.0,1205.0,103.0,989.0,551.0,643.0,235.0,1084.0,1597.0,115.0,330.0,4476.0
03/02/2005,13.00.00,27.0,1322.0,138.0,1110.0,565.0,568.0,241.0,1208.0,1776.0,122.0,343.0,4864.0
03/02/2005,14.00.00,27.0,1301.0,127.0,1074.0,532.0,574.0,214.0,1255.0,1636.0,135.0,350.0,5396.0
03/02/2005,15.00.00,21.0,1280.0,114.0,1030.0,459.0,597.0,174.0,1246.0,1480.0,149.0,349.0,5869.0
03/02/2005,16.00.00,20.0,1256.0,102.0,986.0,407.0,612.0,157.0,1240.0,1413.0,157.0,345.0,6111.0
